Date,Open,High,Low,Close,Adj Close,Volume
2021-01-05,6550.000000,6550.000000,6400.000000,6425.000000,6212.978027,34964100
2021-01-06,6425.000000,6525.000000,6275.000000,6425.000000,6212.978027,43554500
2021-01-07,6450.000000,6525.000000,6425.000000,6475.000000,6261.328125,40057100
2021-01-08,6475.000000,6575.000000,6450.000000,6550.000000,6333.853027,46817800
2021-01-11,6575.000000,6850.000000,6550.000000,6850.000000,6623.953125,106381500
2021-01-12,6900.000000,7000.000000,6825.000000,6950.000000,6720.653320,84313000
2021-01-13,7050.000000,7075.000000,6925.000000,6925.000000,6696.478516,53696100
2021-01-14,7050.000000,7050.000000,6825.000000,6850.000000,6623.953125,35147500
2021-01-15,6875.000000,6925.000000,6625.000000,6725.000000,6503.078125,38617800
2021-01-18,6600.000000,6950.000000,6600.000000,6925.000000,6696.478516,59503400
2021-01-19,7000.000000,7025.000000,6850.000000,6975.000000,6744.828613,38917300
2021-01-20,7000.000000,7450.000000,7000.000000,7375.000000,7131.628418,110467300
2021-01-21,7375.000000,7375.000000,7200.000000,7250.000000,7010.753418,41026000
2021-01-22,7275.000000,7350.000000,7125.000000,7200.000000,6962.403320,58683600
2021-01-25,7250.000000,7300.000000,7025.000000,7300.000000,7059.103516,50323800
2021-01-26,7300.000000,7450.000000,7250.000000,7375.000000,7131.628418,103356200
2021-01-27,7400.000000,7400.000000,7175.000000,7300.000000,7059.103516,85790700
2021-01-28,7150.000000,7250.000000,6900.000000,7050.000000,6817.353516,67872500
2021-01-29,7100.000000,7225.000000,6575.000000,6575.000000,6358.028320,167113800
2021-02-01,6650.000000,6725.000000,6200.000000,6700.000000,6478.903320,121270100
2021-02-02,6800.000000,6800.000000,6400.000000,6475.000000,6261.328125,80241400
2021-02-03,6600.000000,6650.000000,6450.000000,6500.000000,6285.502930,83522300
2021-02-04,6575.000000,6675.000000,6450.000000,6575.000000,6358.028320,69520200
2021-02-05,6700.000000,6700.000000,6450.000000,6550.000000,6333.853027,48599800
2021-02-08,6600.000000,6675.000000,6550.000000,6575.000000,6358.028320,62525400
2021-02-09,6600.000000,6700.000000,6450.000000,6500.000000,6285.502930,104190200
2021-02-10,6575.000000,6575.000000,6475.000000,6500.000000,6285.502930,51346800
2021-02-11,6550.000000,6550.000000,6500.000000,6500.000000,6285.502930,17939700
2021-02-15,6550.000000,6575.000000,6500.000000,6500.000000,6285.502930,24497600
2021-02-16,6500.000000,6550.000000,6450.000000,6475.000000,6261.328125,31601000
2021-02-17,6450.000000,6475.000000,6300.000000,6350.000000,6140.453125,58706800
2021-02-18,6250.000000,6400.000000,6225.000000,6250.000000,6043.752930,56994500
2021-02-19,6250.000000,6400.000000,6200.000000,6375.000000,6164.627930,51010200
2021-02-22,6450.000000,6500.000000,6375.000000,6375.000000,6164.627930,53840300
2021-02-23,6300.000000,6375.000000,6300.000000,6325.000000,6116.277832,44553900
2021-02-24,6350.000000,6400.000000,6325.000000,6375.000000,6164.627930,41249300
2021-02-25,6425.000000,6475.000000,6275.000000,6275.000000,6067.928223,66807400
2021-02-26,6175.000000,6325.000000,6100.000000,6150.000000,5947.053223,123095300
2021-03-01,6225.000000,6600.000000,6225.000000,6575.000000,6358.028320,110392700
2021-03-02,6650.000000,6650.000000,6500.000000,6600.000000,6382.203125,81648300
2021-03-03,6675.000000,6675.000000,6525.000000,6600.000000,6382.203125,39266100
2021-03-04,6625.000000,6650.000000,6525.000000,6550.000000,6333.853027,60306300
2021-03-05,6525.000000,6575.000000,6450.000000,6475.000000,6261.328125,43619500
2021-03-08,6550.000000,6575.000000,6375.000000,6425.000000,6212.978027,27049000
2021-03-09,6375.000000,6525.000000,6375.000000,6425.000000,6212.978027,55919400
2021-03-10,6500.000000,6500.000000,6450.000000,6500.000000,6285.502930,25951500
2021-03-12,6550.000000,6750.000000,6550.000000,6725.000000,6503.078125,79601200
2021-03-15,6775.000000,6775.000000,6625.000000,6650.000000,6430.553223,39961200
2021-03-16,6650.000000,6725.000000,6500.000000,6550.000000,6333.853027,56124200
2021-03-17,6600.000000,6650.000000,6525.000000,6525.000000,6309.678223,25420600
2021-03-18,6625.000000,6850.000000,6625.000000,6800.000000,6575.603516,76213800
2021-03-19,6800.000000,6800.000000,6700.000000,6775.000000,6551.428223,75356900
2021-03-22,6750.000000,6825.000000,6625.000000,6625.000000,6406.378418,57989600
2021-03-23,6750.000000,6750.000000,6625.000000,6675.000000,6454.728027,48644800
2021-03-24,6500.000000,6525.000000,6400.000000,6425.000000,6425.000000,57627100
2021-03-25,6450.000000,6475.000000,6325.000000,6400.000000,6400.000000,35833300
2021-03-26,6450.000000,6475.000000,6350.000000,6425.000000,6425.000000,42239000
2021-03-29,6400.000000,6500.000000,6375.000000,6375.000000,6375.000000,39760200
2021-03-30,6400.000000,6425.000000,6275.000000,6325.000000,6325.000000,20590300
2021-03-31,6250.000000,6325.000000,6125.000000,6150.000000,6150.000000,79577900
2021-04-01,6250.000000,6325.000000,6150.000000,6200.000000,6200.000000,38857600
2021-04-05,6300.000000,6300.000000,6200.000000,6225.000000,6225.000000,19734200
2021-04-06,6225.000000,6300.000000,6150.000000,6275.000000,6275.000000,14825300
2021-04-07,6300.000000,6325.000000,6250.000000,6325.000000,6325.000000,23210100
2021-04-08,6250.000000,6375.000000,6200.000000,6275.000000,6275.000000,44224800
2021-04-09,6375.000000,6550.000000,6325.000000,6475.000000,6475.000000,63210100
2021-04-12,6425.000000,6500.000000,6275.000000,6300.000000,6300.000000,24214500
2021-04-13,6200.000000,6350.000000,6200.000000,6300.000000,6300.000000,38163500
2021-04-14,6350.000000,6400.000000,6250.000000,6325.000000,6325.000000,40457000
2021-04-15,6400.000000,6400.000000,6225.000000,6300.000000,6300.000000,34168700
2021-04-16,6350.000000,6350.000000,6250.000000,6300.000000,6300.000000,31597200
2021-04-19,6250.000000,6275.000000,6200.000000,6225.000000,6225.000000,21799300
2021-04-20,6200.000000,6250.000000,6175.000000,6200.000000,6200.000000,31941300
2021-04-21,6150.000000,6175.000000,6125.000000,6125.000000,6125.000000,32712800
2021-04-22,6175.000000,6225.000000,6100.000000,6125.000000,6125.000000,35726000
2021-04-23,6050.000000,6150.000000,6025.000000,6150.000000,6150.000000,52464200
2021-04-26,6100.000000,6125.000000,5950.000000,5975.000000,5975.000000,57652500
2021-04-27,5975.000000,6075.000000,5950.000000,6050.000000,6050.000000,48425400
2021-04-28,6100.000000,6275.000000,6100.000000,6200.000000,6200.000000,80581300
2021-04-29,6225.000000,6275.000000,6150.000000,6225.000000,6225.000000,41435300
2021-04-30,6225.000000,6250.000000,6125.000000,6175.000000,6175.000000,34970800
2021-05-03,6100.000000,6150.000000,6000.000000,6050.000000,6050.000000,32667000
2021-05-04,6050.000000,6100.000000,5975.000000,6100.000000,6100.000000,28177600
2021-05-05,6150.000000,6150.000000,6050.000000,6050.000000,6050.000000,22925900
2021-05-06,6125.000000,6125.000000,6025.000000,6075.000000,6075.000000,18545500
2021-05-07,6125.000000,6125.000000,5950.000000,5950.000000,5950.000000,32665900
2021-05-10,6025.000000,6025.000000,5950.000000,5975.000000,5975.000000,17740700
2021-05-11,6000.000000,6000.000000,5850.000000,5900.000000,5900.000000,34690900
2021-05-17,5975.000000,6000.000000,5875.000000,5925.000000,5925.000000,47549900
2021-05-18,5975.000000,6000.000000,5825.000000,5900.000000,5900.000000,36982600
2021-05-19,5800.000000,5850.000000,5625.000000,5675.000000,5675.000000,49218000
2021-05-20,5650.000000,5750.000000,5600.000000,5650.000000,5650.000000,34805000
2021-05-21,5725.000000,5900.000000,5675.000000,5825.000000,5825.000000,70226500
2021-05-24,5875.000000,5875.000000,5750.000000,5750.000000,5750.000000,27448800
2021-05-25,5775.000000,5950.000000,5775.000000,5900.000000,5900.000000,45297200
2021-05-27,6000.000000,6000.000000,5750.000000,5750.000000,5750.000000,176944900
2021-05-28,5825.000000,5900.000000,5775.000000,5800.000000,5800.000000,39152900
2021-05-31,5875.000000,6100.000000,5825.000000,6000.000000,6000.000000,48330000
2021-06-02,6150.000000,6200.000000,6075.000000,6100.000000,6100.000000,78667800
2021-06-03,6175.000000,6275.000000,6125.000000,6250.000000,6250.000000,43213200
2021-06-04,6250.000000,6325.000000,6125.000000,6125.000000,6125.000000,38153900
2021-06-07,6200.000000,6200.000000,6075.000000,6125.000000,6125.000000,21257200
2021-06-08,6150.000000,6150.000000,6000.000000,6000.000000,6000.000000,28542000
2021-06-09,6075.000000,6175.000000,6000.000000,6150.000000,6150.000000,23539300
2021-06-10,6175.000000,6250.000000,6125.000000,6200.000000,6200.000000,21771800
2021-06-11,6275.000000,6300.000000,6225.000000,6275.000000,6275.000000,38878900
2021-06-14,6300.000000,6300.000000,6225.000000,6275.000000,6275.000000,25021700
2021-06-15,6300.000000,6325.000000,6225.000000,6325.000000,6325.000000,53593900
2021-06-16,6325.000000,6350.000000,6200.000000,6275.000000,6275.000000,45025800
2021-06-17,6250.000000,6275.000000,6200.000000,6200.000000,6200.000000,73258600
2021-06-18,6175.000000,6200.000000,5950.000000,6200.000000,6200.000000,100667700
2021-06-21,6100.000000,6100.000000,5950.000000,6025.000000,6025.000000,69474600
2021-06-22,6075.000000,6250.000000,6025.000000,6175.000000,6175.000000,48340300
2021-06-23,6225.000000,6225.000000,6025.000000,6025.000000,6025.000000,33037100
2021-06-24,6100.000000,6100.000000,5975.000000,5975.000000,5975.000000,26124000
2021-06-25,6000.000000,6025.000000,5900.000000,5900.000000,5900.000000,30526000
2021-06-28,5825.000000,5900.000000,5675.000000,5700.000000,5700.000000,63554500
2021-06-29,5850.000000,5850.000000,5700.000000,5775.000000,5775.000000,48485400
2021-06-30,5850.000000,5950.000000,5800.000000,5900.000000,5900.000000,73280100
2021-07-01,5950.000000,6000.000000,5900.000000,5975.000000,5975.000000,43692700
2021-07-02,5975.000000,6025.000000,5925.000000,5950.000000,5950.000000,40211200
2021-07-05,5975.000000,5975.000000,5800.000000,5850.000000,5850.000000,14621200
2021-07-06,5900.000000,5900.000000,5750.000000,5775.000000,5775.000000,28033100
2021-07-07,5775.000000,5825.000000,5675.000000,5750.000000,5750.000000,48345500
2021-07-08,5850.000000,5900.000000,5750.000000,5900.000000,5900.000000,40729500
2021-07-09,5900.000000,5900.000000,5775.000000,5775.000000,5775.000000,25411200
2021-07-12,5875.000000,5875.000000,5775.000000,5800.000000,5800.000000,19846300
2021-07-13,5850.000000,5900.000000,5775.000000,5775.000000,5775.000000,32558500
2021-07-14,5800.000000,5825.000000,5650.000000,5700.000000,5700.000000,29612600
2021-07-15,5725.000000,5900.000000,5675.000000,5875.000000,5875.000000,47219200
2021-07-16,5875.000000,5900.000000,5825.000000,5875.000000,5875.000000,19783800
2021-07-19,5800.000000,5850.000000,5750.000000,5750.000000,5750.000000,15730100
2021-07-21,5825.000000,5950.000000,5800.000000,5925.000000,5925.000000,43550100
2021-07-22,5975.000000,6100.000000,5950.000000,6050.000000,6050.000000,27585700
2021-07-23,6000.000000,6050.000000,5950.000000,5975.000000,5975.000000,18728800
2021-07-26,5975.000000,6000.000000,5800.000000,5800.000000,5800.000000,38580100
2021-07-27,5850.000000,5900.000000,5750.000000,5825.000000,5825.000000,39639700
2021-07-28,5750.000000,5900.000000,5750.000000,5900.000000,5900.000000,20633000
2021-07-29,5900.000000,5900.000000,5750.000000,5750.000000,5750.000000,34084200
2021-07-30,5825.000000,5825.000000,5700.000000,5700.000000,5700.000000,46066200
2021-08-02,5775.000000,5775.000000,5625.000000,5675.000000,5675.000000,34285500
2021-08-03,5700.000000,5800.000000,5650.000000,5775.000000,5775.000000,35478700
2021-08-04,5825.000000,5900.000000,5775.000000,5825.000000,5825.000000,33705200
2021-08-05,5875.000000,6075.000000,5850.000000,6050.000000,6050.000000,70127000
2021-08-06,6075.000000,6100.000000,5950.000000,5975.000000,5975.000000,31841000
2021-08-09,6000.000000,6025.000000,5800.000000,5800.000000,5800.000000,25158700
2021-08-10,5800.000000,5875.000000,5775.000000,5800.000000,5800.000000,27446700
2021-08-12,5875.000000,5950.000000,5825.000000,5925.000000,5925.000000,25664400
2021-08-13,5975.000000,6050.000000,5900.000000,6000.000000,6000.000000,20885800
2021-08-16,6000.000000,6050.000000,5850.000000,5975.000000,5975.000000,26537000
2021-08-18,6000.000000,6175.000000,5925.000000,6050.000000,6050.000000,70614700
2021-08-19,6100.000000,6100.000000,5800.000000,5850.000000,5850.000000,50988400
2021-08-20,5900.000000,5950.000000,5800.000000,5900.000000,5900.000000,31420800
2021-08-23,5900.000000,6000.000000,5900.000000,5975.000000,5975.000000,23173100
2021-08-24,5950.000000,5975.000000,5800.000000,5825.000000,5825.000000,42608800
2021-08-25,5875.000000,5975.000000,5850.000000,5950.000000,5950.000000,30363400
2021-08-26,5850.000000,5925.000000,5825.000000,5825.000000,5825.000000,27525100
2021-08-27,5825.000000,5875.000000,5775.000000,5800.000000,5800.000000,17882500
2021-08-30,5850.000000,5950.000000,5825.000000,5950.000000,5950.000000,32531000
2021-08-31,6000.000000,6100.000000,5950.000000,6100.000000,6100.000000,67850200
2021-09-01,6100.000000,6100.000000,6000.000000,6000.000000,6000.000000,35041000
2021-09-02,6050.000000,6100.000000,5975.000000,6050.000000,6050.000000,25777200
2021-09-03,6100.000000,6150.000000,6000.000000,6125.000000,6125.000000,25380000
2021-09-06,6200.000000,6325.000000,6125.000000,6200.000000,6200.000000,25842200
2021-09-07,6250.000000,6350.000000,6225.000000,6250.000000,6250.000000,35224200
2021-09-08,6300.000000,6300.000000,6125.000000,6250.000000,6250.000000,42330300
2021-09-09,6300.000000,6350.000000,6125.000000,6350.000000,6350.000000,46665800
2021-09-10,6275.000000,6300.000000,6175.000000,6200.000000,6200.000000,53788400
2021-09-13,6100.000000,6225.000000,6050.000000,6150.000000,6150.000000,52403300
2021-09-14,6150.000000,6200.000000,6075.000000,6100.000000,6100.000000,42465700
